Country,Horizon,Return,Asset Class
Belize,YTD,10.16957866,FX
Benin,YTD,4.109921751,Equity
Benin,YTD,2.646093887,Bond
Benin,YTD,-1.09166888,FX
Bermuda,YTD,11.06386551,Equity
Bermuda,YTD,-3.624476085,Bond
Bermuda,YTD,-0.005646489054,FX
Bhutan,YTD,-4.393054523,Equity
Bhutan,YTD,2.085569504,Bond
Bhutan,YTD,-0.5033202229,FX
Bolivia,YTD,-6.829118565,Equity
Bolivia,YTD,-0.1608136858,Bond
Bolivia,YTD,-3.203697578,FX
Bosnia and Herzegovina,YTD,-16.73333574,Equity
Bosnia and Herzegovina,YTD,-7.256809854,Bond
Bosnia and Herzegovina,YTD,-3.573132611,FX
Botswana,YTD,-7.729728224,Equity
Botswana,YTD,-9.540992942,Bond
Botswana,YTD,-2.389737859,FX
Bouvet Island,YTD,23.02544713,Equity
Bouvet Island,YTD,-0.9662119252,Bond
Bouvet Island,YTD,-0.5972393275,FX
Brazil,YTD,11.01329552,Equity
Brazil,YTD,6.066614309,Bond
Brazil,YTD,-3.12278008,FX
British Indian Ocean Territory,YTD,-2.002923931,Equity
British Indian Ocean Territory,YTD,-0.8288442203,Bond
British Indian Ocean Territory,YTD,-6.609267765,FX
Brunei Darussalam,YTD,-11.36295148,Equity
Brunei Darussalam,YTD,5.598611553,Bond
Brunei Darussalam,YTD,2.388009454,FX
Bulgaria,YTD,0.8876649406,Equity
Bulgaria,YTD,0.1310470337,Bond
Bulgaria,YTD,-0.4500650072,FX
Burkina Faso,YTD,-14.05937893,Equity
Burkina Faso,YTD,1.363677933,Bond
Burkina Faso,YTD,-0.3812106288,FX
Burundi,YTD,3.394535861,Equity
Burundi,YTD,-10.53417056,Bond
Burundi,YTD,-0.9082000023,FX
Cambodia,YTD,-5.759583058,Equity
Cambodia,YTD,-10.22075642,Bond
Cambodia,YTD,-0.4408600656,FX
Cameroon,YTD,30.65581488,Equity
Cameroon,YTD,26.41773795,Bond
Cameroon,YTD,-6.886023289,FX
Canada,YTD,22.56175919,Equity
Canada,YTD,-0.9204120906,Bond
Canada,YTD,0.5698376207,FX
Cape Verde,YTD,-5.084933373,Equity
Cape Verde,YTD,4.342050665,Bond
Cape Verde,YTD,2.404404586,FX
Caribbean Netherlands,YTD,-6.08663702,Equity
Caribbean Netherlands,YTD,9.776964268,Bond
Caribbean Netherlands,YTD,1.153995756,FX
Cayman Islands,YTD,4.406249666,Equity
Cayman Islands,YTD,18.84664922,Bond
Cayman Islands,YTD,2.003951223,FX
Central African Republic,YTD,-22.66188105,Equity
Central African Republic,YTD,-13.57645673,Bond
Central African Republic,YTD,-4.305496023,FX
Chad,YTD,-4.463529653,Equity
Chad,YTD,-10.8408041,Bond
Chad,YTD,0.3509953045,FX
Chile,YTD,-11.42480809,Equity
Chile,YTD,-0.5112354993,Bond
Chile,YTD,1.068388992,FX
China,YTD,3.727214114,Equity
China,YTD,3.608523845,Bond
China,YTD,-1.735359138,FX
Christmas Island,YTD,-16.40215865,Equity
Christmas Island,YTD,-2.273642731,Bond
Christmas Island,YTD,-2.145333431,FX
Cocos (Keeling) Islands,YTD,7.529609714,Equity
Cocos (Keeling) Islands,YTD,-5.6959894,Bond
Cocos (Keeling) Islands,YTD,4.844647097,FX
Colombia,YTD,19.52906737,Equity
Colombia,YTD,-0.8708097966,Bond
Colombia,YTD,-2.016972211,FX
Comoros,YTD,-16.8343706,Equity
Comoros,YTD,-4.052422844,Bond
Comoros,YTD,0.8571675164,FX
Congo,YTD,-5.250789025,Equity
Congo,YTD,1.817779288,Bond
Congo,YTD,0.8510915357,FX
"Congo, Democratic Republic of",YTD,15.12778245,Equity
"Congo, Democratic Republic of",YTD,-4.599276043,Bond
"Congo, Democratic Republic of",YTD,-0.1688043746,FX
Cook Islands,YTD,25.69233379,Equity
Cook Islands,YTD,-1.850033655,Bond
Cook Islands,YTD,-0.7093129937,FX
Costa Rica,YTD,-8.090391476,Equity
Costa Rica,YTD,-4.069388685,Bond
Costa Rica,YTD,0.2983651098,FX
Côte d'Ivoire,YTD,12.11000738,Equity
Côte d'Ivoire,YTD,14.56201142,Bond
Côte d'Ivoire,YTD,3.413655316,FX
Croatia,YTD,7.941667799,Equity
Croatia,YTD,14.6308859,Bond
Croatia,YTD,-0.4399980157,FX
Cuba,YTD,8.15862396,Equity
Cuba,YTD,13.90609399,Bond
Cuba,YTD,0.6835206851,FX
Curaçao,YTD,0.6145068045,Equity
Curaçao,YTD,4.421356186,Bond
Curaçao,YTD,7.515108918,FX
Cyprus,YTD,-21.88535005,Equity
Cyprus,YTD,-13.86547053,Bond
Cyprus,YTD,2.449029481,FX
Czech Republic,YTD,38.96792107,Equity
Czech Republic,YTD,-6.807038819,Bond
Czech Republic,YTD,-3.138097196,FX
Denmark,YTD,15.30320058,Equity
Denmark,YTD,-3.974537594,Bond
Denmark,YTD,2.644969998,FX
Djibouti,YTD,-8.38337427,Equity
Djibouti,YTD,-15.84147853,Bond
Djibouti,YTD,3.964044099,FX
Dominica,YTD,-27.11986586,Equity
Dominica,YTD,1.782825022,Bond
Dominica,YTD,-3.015485966,FX
Dominican Republic,YTD,-2.930631481,Equity
Dominican Republic,YTD,9.665643802,Bond
Dominican Republic,YTD,0.02866506768,FX
Ecuador,YTD,-6.139680211,Equity
Ecuador,YTD,-7.304273655,Bond
Ecuador,YTD,-4.636864806,FX
Egypt,YTD,14.03280942,Equity
Egypt,YTD,14.5518588,Bond
Egypt,YTD,1.520237513,FX
El Salvador,YTD,3.893609398,Equity
El Salvador,YTD,7.684241944,Bond
El Salvador,YTD,-4.191571556,FX
Equatorial Guinea,YTD,-13.72999574,Equity
Equatorial Guinea,YTD,-11.86189625,Bond
Equatorial Guinea,YTD,1.668458956,FX
Eritrea,YTD,0.4791503522,Equity
Eritrea,YTD,-7.617505448,Bond
Eritrea,YTD,-2.004880361,FX
Estonia,YTD,14.29185868,Equity
Estonia,YTD,3.367085015,Bond
Estonia,YTD,-1.265971314,FX
Ethiopia,YTD,-23.86103244,Equity
Ethiopia,YTD,11.66626857,Bond
Ethiopia,YTD,2.452746967,FX
Falkland Islands,YTD,9.479557086,Equity
Falkland Islands,YTD,6.745725717,Bond
Falkland Islands,YTD,-3.141295724,FX
Faroe Islands,YTD,10.53011257,Equity
Faroe Islands,YTD,1.052838041,Bond
Faroe Islands,YTD,2.946934485,FX
Fiji,YTD,-11.19677989,Equity
Fiji,YTD,-4.63779311,Bond
Fiji,YTD,3.533197663,FX
Finland,YTD,-3.621697518,Equity
Finland,YTD,-8.116837456,Bond
Finland,YTD,-0.205141892,FX
France,YTD,2.325549995,Equity
France,YTD,2.045022247,Bond
France,YTD,-2.171959977,FX
French Guiana,YTD,26.49812985,Equity
French Guiana,YTD,-7.477966444,Bond
French Guiana,YTD,1.26507657,FX
French Polynesia,YTD,15.7022285,Equity
French Polynesia,YTD,5.73655731,Bond
French Polynesia,YTD,-0.7661398227,FX
French Southern Territories,YTD,7.861601176,Equity
French Southern Territories,YTD,0.1078560125,Bond
French Southern Territories,YTD,-0.7495239322,FX
Gabon,YTD,20.19700392,Equity
Gabon,YTD,-2.056786662,Bond
Gabon,YTD,7.084325508,FX
Gambia,YTD,13.14019304,Equity
Gambia,YTD,-2.068692379,Bond
Gambia,YTD,-1.315498761,FX
Georgia,YTD,-7.013505346,Equity
Georgia,YTD,4.767653579,Bond
Georgia,YTD,-0.5725134225,FX
Germany,YTD,-1.538435898,Equity
Germany,YTD,0.1796617514,Bond
Germany,YTD,3.351060062,FX
Ghana,YTD,-14.64276873,Equity
Ghana,YTD,3.503548207,Bond
Ghana,YTD,2.101247083,FX
Gibraltar,YTD,8.602336651,Equity
Gibraltar,YTD,-8.083921421,Bond
Gibraltar,YTD,-1.449998304,FX
Greece,YTD,-7.758093819,Equity
Greece,YTD,-6.618474055,Bond
Greece,YTD,-0.8108035081,FX
Greenland,YTD,-25.83181888,Equity
Greenland,YTD,-7.087522456,Bond
Greenland,YTD,-1.571264614,FX
Grenada,YTD,7.944122759,Equity
Grenada,YTD,6.437376612,Bond
Grenada,YTD,-2.527696458,FX
Guadeloupe,YTD,-8.374439198,Equity
Guadeloupe,YTD,-7.201440247,Bond
Guadeloupe,YTD,-0.1510527821,FX
Guam,YTD,-5.233171027,Equity
Guam,YTD,-2.240671924,Bond
Guam,YTD,3.816801489,FX
Guatemala,YTD,6.782789111,Equity
Guatemala,YTD,-9.851221168,Bond
Guatemala,YTD,-0.1927587564,FX
Guernsey,YTD,1.60710723,Equity
Guernsey,YTD,-1.725779281,Bond
Guernsey,YTD,3.540104588,FX
Guinea,YTD,14.59320319,Equity
Guinea,YTD,2.15021744,Bond
Guinea,YTD,1.656306601,FX
Guinea-Bissau,YTD,18.92104773,Equity
Guinea-Bissau,YTD,-7.447679878,Bond
Guinea-Bissau,YTD,0.3658768205,FX
Guyana,YTD,14.37521115,Equity
Guyana,YTD,-10.71491505,Bond
Guyana,YTD,2.715717359,FX
Haiti,YTD,12.48417777,Equity
Haiti,YTD,0.4956952445,Bond
Haiti,YTD,1.158500134,FX
Heard and McDonald Islands,YTD,13.69829054,Equity
Heard and McDonald Islands,YTD,-2.099708424,Bond
Heard and McDonald Islands,YTD,4.568806657,FX
Honduras,YTD,-1.626680075,Equity
Honduras,YTD,-2.468982401,Bond
Honduras,YTD,6.16437079,FX
Hong Kong,YTD,15.90226517,Equity
Hong Kong,YTD,-5.725228761,Bond
Hong Kong,YTD,2.150723376,FX
Hungary,YTD,-8.08771409,Equity
Hungary,YTD,-6.204122245,Bond
Hungary,YTD,-3.640365958,FX
Iceland,YTD,8.79196557,Equity
Iceland,YTD,1.009052858,Bond
Iceland,YTD,-2.61748354,FX
India,YTD,15.46361112,Equity
India,YTD,-13.48080122,Bond
India,YTD,2.714241881,FX
Indonesia,YTD,9.874440947,Equity
Indonesia,YTD,1.997449704,Bond
Indonesia,YTD,2.024103152,FX
Iran,YTD,6.03353631,Equity
Iran,YTD,18.69641553,Bond
Iran,YTD,-2.093679149,FX
Iraq,YTD,-1.744394751,Equity
Iraq,YTD,-2.148476574,Bond
Iraq,YTD,0.5985351618,FX
Ireland,YTD,15.36249346,Equity
Ireland,YTD,1.634454229,Bond
Ireland,YTD,-2.792806881,FX
Isle of Man,YTD,3.541469396,Equity
Isle of Man,YTD,-1.725045812,Bond
Isle of Man,YTD,-3.295104501,FX
Israel,YTD,-11.11558757,Equity
Israel,YTD,12.88035965,Bond
Israel,YTD,-0.7280032329,FX
Italy,YTD,-10.5497232,Equity
Italy,YTD,4.306668478,Bond
Italy,YTD,-3.451580436,FX
Jamaica,YTD,-12.34621185,Equity
Jamaica,YTD,-5.232927483,Bond
Jamaica,YTD,-2.084695363,FX
Japan,YTD,2.801574872,Equity
Japan,YTD,11.6034564,Bond
Japan,YTD,-0.5478916834,FX
Jersey,YTD,6.675253592,Equity
Jersey,YTD,-8.237214534,Bond
Jersey,YTD,-2.360086705,FX
Jordan,YTD,-23.14328066,Equity
Jordan,YTD,-6.952055995,Bond
Jordan,YTD,-5.453877458,FX
Kazakhstan,YTD,0.1525052929,Equity
Kazakhstan,YTD,-3.192489004,Bond
Kazakhstan,YTD,2.042755632,FX
Kenya,YTD,-7.943915159,Equity
Kenya,YTD,-7.433438551,Bond
Kenya,YTD,-2.460318043,FX
Kiribati,YTD,-14.60763317,Equity
Kiribati,YTD,-1.221535742,Bond
Kiribati,YTD,1.980011571,FX
Kuwait,YTD,-24.9050335,Equity
Kuwait,YTD,-2.760251472,Bond
Kuwait,YTD,-3.225691956,FX
Kyrgyzstan,YTD,-6.645983088,Equity
Kyrgyzstan,YTD,-9.770418092,Bond
Kyrgyzstan,YTD,4.037581688,FX
Lao People's Democratic Republic,YTD,13.91906013,Equity
Lao People's Democratic Republic,YTD,-1.081357737,Bond
Lao People's Democratic Republic,YTD,1.592517832,FX
Latvia,YTD,-12.24219762,Equity
Latvia,YTD,1.732468712,Bond
Latvia,YTD,-6.146081923,FX
Lebanon,YTD,-18.3378873,Equity
Lebanon,YTD,1.372093823,Bond
Lebanon,YTD,-1.674309738,FX
Lesotho,YTD,-4.540692534,Equity
Lesotho,YTD,-0.6296272164,Bond
Lesotho,YTD,4.605441464,FX
Liberia,YTD,2.118689338,Equity
Liberia,YTD,0.05053356826,Bond
Liberia,YTD,3.855548308,FX
Libya,YTD,-15.44389185,Equity
Libya,YTD,-0.9171029829,Bond
Libya,YTD,2.157867946,FX
Liechtenstein,YTD,16.15703498,Equity
Liechtenstein,YTD,2.065898517,Bond
Liechtenstein,YTD,-4.680153462,FX
Lithuania,YTD,0.990837999,Equity
Lithuania,YTD,-3.433297995,Bond
Lithuania,YTD,5.592820445,FX
Luxembourg,YTD,11.86324251,Equity
Luxembourg,YTD,-7.865178811,Bond
Luxembourg,YTD,1.63627849,FX
Macau,YTD,14.14643777,Equity
Macau,YTD,-0.9226136117,Bond
Macau,YTD,0.3404537826,FX
Macedonia,YTD,-3.523775248,Equity
Macedonia,YTD,3.837262818,Bond
Macedonia,YTD,1.263678957,FX
Madagascar,YTD,-37.87868016,Equity
Madagascar,YTD,21.78339646,Bond
Madagascar,YTD,1.431891021,FX
Malawi,YTD,4.69314628,Equity
Malawi,YTD,9.379431987,Bond
Malawi,YTD,-3.333979996,FX
Malaysia,YTD,-4.103100513,Equity
Malaysia,YTD,8.24675477,Bond
Malaysia,YTD,-3.771875672,FX
Maldives,YTD,42.41926775,Equity
Maldives,YTD,0.4934063397,Bond
Maldives,YTD,2.791238204,FX
Mali,YTD,4.219022975,Equity
Mali,YTD,1.829239252,Bond
Mali,YTD,3.948898473,FX
Malta,YTD,36.47921667,Equity
Malta,YTD,7.167033714,Bond
Malta,YTD,0.3267211673,FX
Marshall Islands,YTD,31.56346853,Equity
Marshall Islands,YTD,9.140914984,Bond
Marshall Islands,YTD,-2.440893819,FX
Martinique,YTD,-2.348390556,Equity
Martinique,YTD,-7.020436187,Bond
Martinique,YTD,5.375442746,FX
Mauritania,YTD,-18.76030145,Equity
Mauritania,YTD,3.601899448,Bond
Mauritania,YTD,-6.437929032,FX
Mauritius,YTD,8.541469736,Equity
Mauritius,YTD,0.3844055303,Bond
Mauritius,YTD,2.809650726,FX
Mayotte,YTD,-7.055135508,Equity
Mayotte,YTD,1.505425986,Bond
Mayotte,YTD,0.3997014902,FX
Mexico,YTD,8.040733175,Equity
Mexico,YTD,13.81681674,Bond
Mexico,YTD,2.665696668,FX
"Micronesia, Federated States of",YTD,6.359674462,Equity
"Micronesia, Federated States of",YTD,7.848367675,Bond
"Micronesia, Federated States of",YTD,1.106661901,FX
Moldova,YTD,-11.34518582,Equity
Moldova,YTD,0.6591300733,Bond
Moldova,YTD,4.308426337,FX
Monaco,YTD,-11.84825535,Equity
Monaco,YTD,1.604774497,Bond
Monaco,YTD,1.419478891,FX
Mongolia,YTD,-21.7973517,Equity
Mongolia,YTD,4.419823484,Bond
Mongolia,YTD,0.8084769367,FX
Montenegro,YTD,-7.660837902,Equity
Montenegro,YTD,3.727823494,Bond
Montenegro,YTD,-0.8590276817,FX
Montserrat,YTD,-4.464518272,Equity
Montserrat,YTD,7.596369741,Bond
Montserrat,YTD,-0.08561126028,FX
Morocco,YTD,-26.87775663,Equity
Morocco,YTD,-2.500399426,Bond
Morocco,YTD,-0.3793112298,FX
Mozambique,YTD,22.86190813,Equity
Mozambique,YTD,20.80004968,Bond
Mozambique,YTD,-2.226537351,FX
Myanmar,YTD,-2.895347472,Equity
Myanmar,YTD,-15.04987125,Bond
Myanmar,YTD,0.8686989902,FX
Namibia,YTD,1.08474499,Equity
Namibia,YTD,2.960818882,Bond
Namibia,YTD,3.728919269,FX
Nauru,YTD,-9.15838548,Equity
Nauru,YTD,1.866979122,Bond
Nauru,YTD,5.896319494,FX
Nepal,YTD,13.93435238,Equity
Nepal,YTD,4.573147156,Bond
Nepal,YTD,-0.3209919285,FX
New Caledonia,YTD,-3.252874735,Equity
New Caledonia,YTD,-3.281806432,Bond
New Caledonia,YTD,-0.7844629482,FX
New Zealand,YTD,6.083539773,Equity
New Zealand,YTD,9.593155683,Bond
New Zealand,YTD,1.206558944,FX
Nicaragua,YTD,11.74212823,Equity
Nicaragua,YTD,-3.522053112,Bond
Nicaragua,YTD,-0.07765091313,FX
Niger,YTD,0.7372679658,Equity
Niger,YTD,2.770107618,Bond
Niger,YTD,-2.517595341,FX
Nigeria,YTD,7.068503384,Equity
Nigeria,YTD,-0.1105616685,Bond
Nigeria,YTD,-1.440945792,FX
Niue,YTD,-13.97052497,Equity
Niue,YTD,-4.385934399,Bond
Niue,YTD,0.2047369672,FX
Norfolk Island,YTD,-27.72491989,Equity
Norfolk Island,YTD,-13.09323484,Bond
Norfolk Island,YTD,1.671584157,FX
North Korea,YTD,-7.094780952,Equity
North Korea,YTD,0.6997838424,Bond
North Korea,YTD,5.83449374,FX
Northern Mariana Islands,YTD,-2.630320087,Equity
Northern Mariana Islands,YTD,-3.027145026,Bond
Northern Mariana Islands,YTD,-0.8152182914,FX
Norway,YTD,29.18381592,Equity
Norway,YTD,-2.354223314,Bond
Norway,YTD,-2.688661787,FX
Oman,YTD,-6.659826796,Equity
Oman,YTD,-7.498938978,Bond
Oman,YTD,-4.395367845,FX
Pakistan,YTD,31.86623521,Equity
Pakistan,YTD,-8.244284288,Bond
Pakistan,YTD,-0.1823418353,FX
Palau,YTD,-22.27481142,Equity
Palau,YTD,3.27864274,Bond
Palau,YTD,0.8619254219,FX
"Palestine, State of",YTD,12.64386692,Equity
"Palestine, State of",YTD,-3.088564998,Bond
"Palestine, State of",YTD,1.942465801,FX
Panama,YTD,5.806149112,Equity
Panama,YTD,0.7682887244,Bond
Panama,YTD,4.145933486,FX
Papua New Guinea,YTD,-8.659473011,Equity
Papua New Guinea,YTD,-6.476159846,Bond
Papua New Guinea,YTD,-3.924739194,FX
Paraguay,YTD,-20.18109543,Equity
Paraguay,YTD,-15.71424767,Bond
Paraguay,YTD,2.815712147,FX
Peru,YTD,5.419564726,Equity
Peru,YTD,0.8844033818,Bond
Peru,YTD,-0.5685115656,FX
Philippines,YTD,-17.74511596,Equity
Philippines,YTD,-3.968876824,Bond
Philippines,YTD,-2.21676256,FX
Pitcairn,YTD,-17.00644967,Equity
Pitcairn,YTD,4.611438698,Bond
Pitcairn,YTD,-1.057713141,FX
Poland,YTD,-1.523876735,Equity
Poland,YTD,6.5113748,Bond
Poland,YTD,2.172109474,FX
Portugal,YTD,-0.2653967749,Equity
Portugal,YTD,-5.60327236,Bond
Portugal,YTD,4.051249313,FX
Puerto Rico,YTD,3.321919788,Equity
Puerto Rico,YTD,-4.74411285,Bond
Puerto Rico,YTD,-2.671330575,FX
Qatar,YTD,7.454140313,Equity
Qatar,YTD,-10.78083502,Bond
Qatar,YTD,-1.713495909,FX
Réunion,YTD,35.60383908,Equity
Réunion,YTD,5.853500155,Bond
Réunion,YTD,-0.9294998933,FX
Romania,YTD,10.68950437,Equity
Romania,YTD,9.2258532,Bond
Romania,YTD,7.520670158,FX
Russian Federation,YTD,10.15372704,Equity
Russian Federation,YTD,-9.718667508,Bond
Russian Federation,YTD,-1.736660355,FX
Rwanda,YTD,5.699398643,Equity
Rwanda,YTD,0.5359272373,Bond
Rwanda,YTD,-0.7104978291,FX
Saint Barthélemy,YTD,-16.53347226,Equity
Saint Barthélemy,YTD,12.69056052,Bond
Saint Barthélemy,YTD,-0.3987360404,FX
Saint Helena,YTD,0.667507648,Equity
Saint Helena,YTD,8.888289603,Bond
Saint Helena,YTD,-2.925646432,FX
Saint Kitts and Nevis,YTD,-2.731777478,Equity
Saint Kitts and Nevis,YTD,8.444633688,Bond
Saint Kitts and Nevis,YTD,0.8261829963,FX
Saint Lucia,YTD,-32.78553828,Equity
Saint Lucia,YTD,2.165945736,Bond
Saint Lucia,YTD,-0.2269729813,FX
Saint Vincent and the Grenadines,YTD,23.24638957,Equity
Saint Vincent and the Grenadines,YTD,-5.329473774,Bond
Saint Vincent and the Grenadines,YTD,-0.3247311497,FX
Saint-Martin (France),YTD,-14.48468416,Equity
Saint-Martin (France),YTD,-11.59441795,Bond
Saint-Martin (France),YTD,2.379830888,FX
Samoa,YTD,-24.32079901,Equity
Samoa,YTD,-6.168373367,Bond
Samoa,YTD,4.709656201,FX
San Marino,YTD,-5.112142496,Equity
San Marino,YTD,-10.19104544,Bond
San Marino,YTD,1.247992335,FX
Sao Tome and Principe,YTD,-13.9172042,Equity
Sao Tome and Principe,YTD,-11.95839674,Bond
Sao Tome and Principe,YTD,3.902321671,FX
Saudi Arabia,YTD,2.546898853,Equity
Saudi Arabia,YTD,4.897902559,Bond
Saudi Arabia,YTD,-3.079348498,FX
Senegal,YTD,-3.940912839,Equity
Senegal,YTD,-1.512216175,Bond
Senegal,YTD,-3.163204422,FX
Serbia,YTD,-20.84451175,Equity
Serbia,YTD,12.26927303,Bond
Serbia,YTD,1.815226142,FX
Seychelles,YTD,1.083293514,Equity
Seychelles,YTD,6.799224807,Bond
Seychelles,YTD,1.629282729,FX
Sierra Leone,YTD,-19.75180845,Equity
Sierra Leone,YTD,3.871294727,Bond
Sierra Leone,YTD,0.5343314019,FX
Singapore,YTD,-14.31853862,Equity
Singapore,YTD,9.295959204,Bond
Singapore,YTD,2.004755638,FX
Sint Maarten (Dutch part),YTD,0.455724369,Equity
Sint Maarten (Dutch part),YTD,-2.582287603,Bond
Sint Maarten (Dutch part),YTD,-2.873352999,FX
Slovakia,YTD,6.408734166,Equity
Slovakia,YTD,4.375513495,Bond
Slovakia,YTD,-0.8701332789,FX
Slovenia,YTD,10.79951802,Equity
Slovenia,YTD,-20.06955137,Bond
Slovenia,YTD,-2.818974138,FX
Solomon Islands,YTD,35.39455835,Equity
Solomon Islands,YTD,4.578928833,Bond
Solomon Islands,YTD,-3.153658141,FX
Somalia,YTD,2.747225387,Equity
Somalia,YTD,-3.428280615,Bond
Somalia,YTD,-3.999924883,FX
South Africa,YTD,-5.872114839,Equity
South Africa,YTD,7.528168501,Bond
South Africa,YTD,0.9788373076,FX
South Georgia and the South Sandwich Islands,YTD,1.517118604,Equity
South Georgia and the South Sandwich Islands,YTD,1.5467583,Bond
South Georgia and the South Sandwich Islands,YTD,-0.5503946231,FX
South Korea,YTD,3.243619343,Equity
South Korea,YTD,11.90645642,Bond
South Korea,YTD,-4.08475437,FX
South Sudan,YTD,-23.12728097,Equity
South Sudan,YTD,-5.486416336,Bond
South Sudan,YTD,-0.1174943343,FX
Spain,YTD,-15.48757297,Equity
Spain,YTD,-8.33240877,Bond
Spain,YTD,-1.277192387,FX
Sri Lanka,YTD,15.28994198,Equity
Sri Lanka,YTD,2.212060594,Bond
Sri Lanka,YTD,-1.074999483,FX
St. Pierre and Miquelon,YTD,11.11041461,Equity
St. Pierre and Miquelon,YTD,3.02168325,Bond
St. Pierre and Miquelon,YTD,2.454940185,FX
Sudan,YTD,-20.45471131,Equity
Sudan,YTD,11.8759061,Bond
Sudan,YTD,-1.296205781,FX
Suriname,YTD,8.793287275,Equity
Suriname,YTD,12.11486626,Bond
Suriname,YTD,-3.347259152,FX
Svalbard and Jan Mayen Islands,YTD,12.33693821,Equity
Svalbard and Jan Mayen Islands,YTD,13.91547322,Bond
Svalbard and Jan Mayen Islands,YTD,1.725272346,FX
Swaziland,YTD,-5.534882079,Equity
Swaziland,YTD,-9.355928586,Bond
Swaziland,YTD,4.163289086,FX
Sweden,YTD,1.958476089,Equity
Sweden,YTD,1.33216743,Bond
Sweden,YTD,4.861103924,FX
Switzerland,YTD,12.43296483,Equity
Switzerland,YTD,7.767239772,Bond
Switzerland,YTD,3.914787244,FX
Syria,YTD,13.18915161,Equity
Syria,YTD,-7.711953983,Bond
Syria,YTD,0.4263322304,FX
Taiwan,YTD,0.6489908229,Equity
Taiwan,YTD,4.791932492,Bond
Taiwan,YTD,4.399517126,FX
Tajikistan,YTD,3.29478007,Equity
Tajikistan,YTD,18.52764169,Bond
Tajikistan,YTD,1.308611569,FX
Tanzania,YTD,-13.03726878,Equity
Tanzania,YTD,3.714378764,Bond
Tanzania,YTD,-0.1870940948,FX
Thailand,YTD,-9.893045853,Equity
Thailand,YTD,7.832176957,Bond
Thailand,YTD,-3.209816697,FX
The Netherlands,YTD,-28.0521324,Equity
The Netherlands,YTD,2.332288392,Bond
The Netherlands,YTD,-3.106659682,FX
Timor-Leste,YTD,-18.64725476,Equity
Timor-Leste,YTD,-3.949914875,Bond
Timor-Leste,YTD,1.687208166,FX
Togo,YTD,9.971269218,Equity
Togo,YTD,-8.105000359,Bond
Togo,YTD,-2.44112369,FX
Tokelau,YTD,7.826013239,Equity
Tokelau,YTD,-0.735182683,Bond
Tokelau,YTD,-2.953029814,FX
Tonga,YTD,-6.460121815,Equity
Tonga,YTD,-0.06442936128,Bond
Tonga,YTD,-1.402898938,FX
Trinidad and Tobago,YTD,6.989614938,Equity
Trinidad and Tobago,YTD,-1.404491817,Bond
Trinidad and Tobago,YTD,-0.6223448506,FX
Tunisia,YTD,-4.89068898,Equity
